Row	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.40_V	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.41_P	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GLC_CHEM_mu=0.46_P	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.51_P	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S
P31466	NaN	2.09672833138945e-07	1.70214916206039e-07	NaN	NaN	9.88994436839209e-07	5.40768585526384e-07	7.32476855746682e-08	1.43935251139272e-07	NaN	NaN	2.15555563726413e-07	NaN	NaN	2.43767113607525e-07	5.09904144908221e-07	1.52523134729502e-07	1.09278829863089e-07	5.42095582239874e-07	1.60925926663529e-07	1.46269234159791e-07	1.1695439416269e-07	NaN	2.18992104861145e-07	1.53220524897785e-06	1.28954635444555e-07	8.2530966684515e-08	1.61766115546563e-07	1.23428412715465e-07	1.58182992016836e-07	1.0595771536991e-07
P31467	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.54188401345093e-08
P0A9K7	1.03979928073361e-06	7.20626220754161e-07	7.51355154566109e-07	3.46980185636987e-07	9.85404051229496e-07	3.60654928319147e-07	3.83879915222586e-07	7.9969077176049e-07	4.4335732852065e-07	3.70877554509428e-07	1.01952057815252e-06	7.29546872427223e-07	4.50415056880671e-07	9.46607823710835e-07	8.30349971494085e-07	4.01913599229641e-07	6.91693109375315e-07	6.74084404377667e-07	3.07395109042533e-07	5.98646751891896e-07	9.26524299258204e-07	6.69609651455255e-07	7.73559540394783e-07	7.71083416287799e-07	3.70800910900923e-07	3.66736161836304e-07	6.54061518097451e-07	5.99154760495354e-07	5.54732316560769e-07	5.6575281830417e-07	5.301262906834e-07
P0AAH0	NaN	1.35147210750036e-07	1.27419267148551e-07	4.28995180192037e-07	NaN	4.74392243427924e-07	4.77355318098862e-07	1.10383829551132e-07	9.23688448563624e-08	5.11667547475132e-07	NaN	1.38525008222976e-07	4.13661529850451e-07	NaN	2.39016965906149e-07	4.60348450471631e-07	1.64132247205341e-07	1.52362344974201e-07	4.01111671867054e-07	1.50113025755119e-07	2.24283304451168e-07	1.5928746284511e-07	NaN	1.8208500458857e-07	4.40574315564211e-07	NaN	1.94135342087439e-07	2.00409258811301e-07	7.05844964881818e-08	1.34315294994629e-07	1.18486898605683e-07
P07654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AG82	5.37576831971612e-06	5.2867109954776e-07	5.50295437597891e-07	2.17931213283229e-06	5.10137684285586e-06	2.11885324617876e-06	2.28696542749669e-06	6.7493973997199e-07	5.02668540838414e-07	2.24172475979583e-06	5.93199853890066e-06	5.53240410470661e-07	2.25037469222382e-06	5.10087364924343e-06	8.56173867684197e-07	1.9721557988408e-06	7.38030505417957e-07	7.6567344329201e-07	1.72809472368026e-06	8.09296658043655e-07	8.85182369509365e-07	6.87221427890445e-07	3.89024013708847e-06	5.69319613175788e-07	1.60059628202094e-06	6.58570421434674e-07	7.49704375686609e-07	5.40720516347208e-07	1.13479605217752e-06	6.45702803414882e-07	7.84137750812414e-07
P17169	5.56985009603191e-06	3.69736072866766e-06	3.8973071043031e-06	5.51665385519225e-06	6.19471592395245e-06	5.65691369653697e-06	5.90172717519059e-06	4.80367748340554e-06	3.63432680479612e-06	5.8491606486234e-06	6.78707544450975e-06	4.47496369457709e-06	5.77197430514308e-06	6.22536041494968e-06	5.63001192433452e-06	5.76851986797963e-06	5.79070850819172e-06	6.52372965255127e-06	6.07249828869727e-06	3.65255183278951e-06	6.86260785539435e-06	4.61678233371781e-06	8.78017502399957e-06	5.54339782512697e-06	6.35559852207662e-06	3.93531672588748e-06	7.27841605185086e-06	7.13064328605852e-06	5.00116059691738e-06	7.11430769060652e-06	8.40546092480099e-06
P0ACC7	9.35839480404747e-07	5.53565941426074e-07	6.83254672883335e-07	5.70384324472692e-07	1.06289586754433e-06	5.59273885011835e-07	7.42785794336619e-07	5.85776564121694e-07	5.81166744378117e-07	6.43340678547107e-07	1.25380752410179e-06	7.02164753350606e-07	7.50437064557007e-07	1.32485846217747e-06	7.08718011496539e-07	6.81096456079208e-07	6.05635115185816e-07	7.0078487164209e-07	8.44604710972961e-07	5.35036933404057e-07	8.11609364055001e-07	6.10122255076221e-07	1.58284582727238e-06	9.38764737546473e-07	8.90537441548369e-07	8.19520234960157e-07	9.66564590593647e-07	7.24510211480231e-07	7.36345710809558e-07	9.05850501086418e-07	8.45095097822036e-07
P0A6E6	2.33261437367128e-05	1.0938793521331e-05	1.30683735709217e-05	1.07216525413832e-05	2.57753883258741e-05	1.1158613081869e-05	1.11795910111905e-05	1.60412431408523e-05	1.56165043719733e-05	1.20476102755646e-05	2.75778278456127e-05	1.48886813023018e-05	1.18321281772744e-05	2.52745094040573e-05	2.59521904335389e-05	1.20043883142064e-05	2.28833436593724e-05	2.20425717253267e-05	1.19628880316322e-05	2.20321402617919e-05	2.28888669626786e-05	2.14750263342878e-05	2.32521239563238e-05	1.5848559828706e-05	1.09441776772691e-05	1.46742078753763e-05	1.86475977810433e-05	1.79171299111296e-05	1.14885627779184e-05	2.17206582768291e-05	1.67848672273206e-05
P0ABB4	5.82218156492306e-05	2.87999686011678e-05	3.5402355946798e-05	9.012486318757e-05	6.81946601734213e-05	8.94766973360517e-05	9.36435432287509e-05	3.30300157921771e-05	3.50401934936055e-05	9.90619022619313e-05	7.46494265562796e-05	4.19193406070338e-05	9.78435333621396e-05	6.47927191178387e-05	6.14562032957449e-05	9.70090492599856e-05	4.69648626287299e-05	5.04845959831106e-05	9.67306449025859e-05	4.8319838839182e-05	5.04119374318691e-05	4.62764483522259e-05	5.77970699209751e-05	4.49601247979907e-05	9.38820254733995e-05	2.50985398924471e-05	4.28712841767758e-05	4.27991149874887e-05	2.25532922738826e-05	4.08262057500114e-05	2.83961611483852e-05
P0ABA6	1.49627136625311e-05	2.84608955580103e-06	3.41907963648602e-06	2.58955465318831e-05	1.64860820048138e-05	2.73279965601234e-05	2.7816444536102e-05	3.53613049679013e-06	3.58704848321047e-06	2.98306335211017e-05	1.78555737404142e-05	3.8218603184388e-06	2.97042752312684e-05	1.51384288719931e-05	5.59350019581631e-06	2.82235691853422e-05	4.53359615108102e-06	4.31480721210797e-06	2.80498167734444e-05	4.34171581733031e-06	4.60098129187282e-06	4.08053804992167e-06	1.265552063016e-05	4.58263473485848e-06	2.69211912340614e-05	2.11305245995581e-06	3.76796426962314e-06	4.0868180372113e-06	1.86580069768103e-06	3.82423745492997e-06	2.48493216083932e-06
P0ABB0	4.31724520466384e-05	2.20771695196779e-05	2.60334714912914e-05	8.8673697351928e-05	4.60951515057388e-05	8.97933504410396e-05	9.17615262161162e-05	2.67959933887216e-05	2.41649106058841e-05	9.62338441723789e-05	4.91742938589449e-05	2.820337298491e-05	9.64119514842757e-05	4.39212041419402e-05	3.89850056343019e-05	9.24211473695475e-05	3.25617180929204e-05	3.9042753381497e-05	9.37657014379278e-05	3.64737009093322e-05	3.42610426036869e-05	3.26025240812501e-05	3.61635185384065e-05	3.08455252631348e-05	8.99783122470686e-05	1.98770675074237e-05	2.97409067684511e-05	2.57838533181373e-05	1.90124407574729e-05	3.24697748269821e-05	2.24477541074394e-05
P0ABA4	1.62659347993739e-05	7.9657137880762e-06	1.04807971869822e-05	2.16517134302201e-05	2.08456508242195e-05	2.12492691636166e-05	2.17729478037134e-05	1.20128025857795e-05	1.24252723599001e-05	2.36749923882197e-05	1.89593792486494e-05	1.1854717348932e-05	2.26826755053514e-05	1.69418244595953e-05	1.85842685383243e-05	2.11790888109793e-05	1.47625713748013e-05	1.60633053628804e-05	2.25297836598075e-05	1.59894187699409e-05	1.51363688278403e-05	1.39202032356069e-05	1.51860309877293e-05	1.26843324862795e-05	2.13947598820447e-05	1.15706575659129e-05	1.43907782115985e-05	1.3643705003279e-05	9.62245295105567e-06	1.49419263264066e-05	1.0575626906802e-05
P0ABA0	1.11189182958703e-05	9.19329433142045e-06	1.04920948512614e-05	3.8693338811886e-05	1.46066035430116e-05	3.91759602554839e-05	4.02711968780883e-05	1.19510304468413e-05	1.20214485469302e-05	4.24817536752582e-05	1.59255243205623e-05	1.24612753159202e-05	4.32547752222648e-05	1.40657710483675e-05	2.26785939407438e-05	4.29557053726765e-05	1.92856876274187e-05	1.72437039602343e-05	4.25500038007426e-05	1.75682559494733e-05	1.89761744790862e-05	1.63436713507639e-05	1.07795645236448e-05	1.42122452841832e-05	4.01453042518284e-05	1.57069090601203e-05	1.65141650780032e-05	1.59246781048254e-05	1.0921963335549e-05	1.5567824381224e-05	1.42787772947907e-05
P68699	NaN	3.66113078857241e-07	4.38238090828935e-07	2.27926006225849e-05	NaN	2.33183589565939e-05	2.53279607577982e-05	4.29741006383677e-07	3.16661928103029e-07	2.50729711056173e-05	NaN	4.73589054902463e-07	2.58075710652702e-05	NaN	7.4651791566258e-07	1.87066580438398e-05	4.93605198716751e-07	5.97513159322788e-07	2.64035538324749e-05	6.92640245756476e-07	7.16993716626124e-07	6.11189635466233e-07	NaN	3.58876187901347e-07	2.30925843765806e-05	5.78997295339376e-07	5.81720672955058e-07	5.06701793253079e-07	5.30791978822442e-07	5.96114432892248e-07	3.73224443477471e-07
P0AB98	3.2580276824264e-06	3.44933924548637e-06	3.27409697690347e-06	2.98199172134879e-06	NaN	2.87286313372502e-06	2.71650571760986e-06	3.60065767767873e-06	1.68508601812571e-06	3.40484754139971e-06	NaN	4.26565611820506e-06	3.30532713510139e-06	NaN	6.3590187022844e-06	3.11688289483219e-06	3.6982551328963e-06	5.66196183218708e-06	3.28978964401286e-06	2.60241365184805e-06	4.01925897931655e-06	4.54757415164403e-06	NaN	5.27975430194315e-06	3.13645368607901e-06	2.1392040993117e-06	4.21849389107839e-06	2.04677545474517e-06	2.35472284622654e-06	5.42386614915976e-06	3.56284717571639e-06
P0A6U5	NaN	3.32663945567549e-07	3.8426573749527e-07	6.44540110264978e-07	NaN	5.0340003847198e-07	NaN	4.15715338272394e-07	5.89370988059106e-07	7.25838954599627e-07	NaN	4.28364528984958e-07	NaN	NaN	4.27714570568897e-07	5.73998799485812e-07	4.48912096761983e-07	4.63503728662556e-07	6.82807100299902e-07	5.23628650740477e-07	4.9173833360548e-07	4.42524473480307e-07	NaN	4.95468000466144e-07	6.99760720807826e-07	7.73403171627049e-07	6.99168587083022e-07	7.24758264669459e-07	5.78123091309407e-07	5.45455075964771e-07	8.08858403450111e-07
P0A6U3	NaN	1.28658661537071e-07	1.34991363335659e-07	NaN	NaN	NaN	2.92357878754291e-07	1.41645586558909e-07	1.0941179372967e-07	1.83091523765657e-07	NaN	1.79514321235828e-07	1.93166076472363e-07	NaN	1.31595193523739e-07	1.84156264858268e-07	1.41409291557239e-07	1.71709944336004e-07	1.57866905330471e-07	1.42718768473169e-07	1.4642171707265e-07	1.42628704615288e-07	NaN	1.85639160215427e-07	2.0113717436191e-07	1.39776003453888e-07	1.91556249378548e-07	1.48194062478801e-07	1.28666434960939e-07	1.72377811827052e-07	2.10767203704737e-07
P03817	2.74160007798539e-06	2.87538072081955e-06	3.65594351433896e-06	NaN	3.36309450870262e-06	NaN	NaN	9.11167510515099e-06	3.80195591168609e-06	NaN	3.00507225345583e-06	4.09696045963657e-06	NaN	3.03320077639089e-06	7.28543839826438e-06	NaN	5.54727374009767e-06	6.27320554589566e-06	NaN	5.25399431315531e-06	6.3188156674117e-06	6.60064221110295e-06	2.92919065670078e-06	4.59133306310315e-06	NaN	7.95990973785197e-06	7.29232150974285e-06	7.38778585286326e-06	4.7710826165154e-06	6.22243101213567e-06	4.26829760324215e-06
P0ACI6	NaN	NaN	1.23016323039754e-07	NaN	NaN	NaN	NaN	7.37258333511892e-08	7.6376039174221e-08	NaN	NaN	1.51545142944705e-07	NaN	NaN	8.92464191012937e-08	NaN	NaN	1.12730972087926e-07	NaN	1.41912122224229e-07	9.87517464401719e-08	NaN	NaN	9.88242325088775e-08	NaN	1.1733970044787e-07	NaN	2.02198785390731e-07	7.25423146389489e-08	NaN	9.30063898418273e-08
P00963	NaN	4.91593675473676e-07	8.38470548718745e-07	1.17866997002082e-06	NaN	1.17386787838504e-06	1.4897415345889e-06	8.26785812430013e-07	1.17082214621816e-06	1.60751578315537e-06	NaN	1.21389169079546e-06	1.89902791645184e-06	NaN	2.07237270119267e-06	2.2011020304822e-06	1.15142188772741e-06	1.14505802271318e-06	2.27534420812906e-06	1.36836012614828e-06	1.58246766964849e-06	1.54470908835183e-06	NaN	1.96591571370821e-06	2.66723572786305e-06	1.69013536253772e-06	1.66373122459494e-06	3.12876574807288e-06	1.50082217715382e-06	2.09015746743192e-06	1.18312975981251e-06
P31473	NaN	1.25030370752679e-07	1.43144067537113e-07	NaN	NaN	NaN	NaN	5.33931683781775e-08	8.40989672259254e-08	NaN	NaN	1.00219394476438e-07	NaN	NaN	7.7572327292825e-08	NaN	7.32404246129325e-08	6.42839591698625e-08	NaN	8.54660906614995e-08	8.17117809282024e-08	7.2219719602743e-08	NaN	1.1036588525504e-07	NaN	5.66498615288597e-08	NaN	5.82393452137517e-08	9.854351358861e-08	7.79950099272695e-08	8.09668916651347e-08
P63183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P04982	2.90795588625607e-06	3.42923798486335e-06	2.75566240409287e-06	NaN	3.00326075645107e-06	7.13656165685977e-06	5.02732597025427e-06	3.24762523601406e-06	1.26227211578226e-06	NaN	2.25687367112772e-06	1.72062862491702e-06	NaN	1.49589397104379e-06	1.20557138441387e-06	NaN	1.35753316110392e-06	1.30726970002378e-06	2.73477600811181e-06	7.18817837120885e-07	8.31108116536818e-07	1.17905506331646e-06	7.86994809846771e-07	1.17015897493713e-06	2.1829940140188e-06	3.81345008648904e-07	3.84699632731798e-07	3.13716412033674e-07	3.27505194167792e-07	6.32646969146324e-07	6.34665607951148e-07
P04983	NaN	4.58356413178694e-07	2.74869510792071e-07	NaN	NaN	NaN	NaN	1.16121602869384e-07	8.07297578209325e-08	NaN	NaN	2.44929490852248e-07	NaN	NaN	2.28771943956992e-07	NaN	1.23242813502043e-07	1.32936731098842e-07	NaN	1.06861422121479e-07	1.02030129066636e-07	9.40628968697642e-08	NaN	1.68784980111225e-07	NaN	6.31066111077618e-08	5.31148813124775e-08	NaN	NaN	7.67710254645922e-08	6.09573470096218e-08
P0AGI1	NaN	2.1653215659265e-07	1.6593293210023e-07	NaN	NaN	NaN	NaN	9.52197143528948e-08	NaN	NaN	NaN	1.30306179219887e-07	NaN	NaN	1.07904838250346e-07	NaN	5.7966319290625e-08	7.12272508763162e-08	NaN	NaN	NaN	8.38465417082255e-08	NaN	8.29240625992531e-08	NaN	NaN	NaN	NaN	NaN	6.22022104018917e-08	NaN
P02925	5.49291179269075e-05	5.41262592763319e-05	5.0624833634948e-05	7.59081229220525e-05	5.39838687259503e-05	6.61693541835032e-05	6.50863664258954e-05	5.33204443782628e-05	2.98186627672936e-05	5.75458667012701e-05	3.96000793145245e-05	4.22787256783143e-05	3.79896882985046e-05	3.53812034291553e-05	5.404124286164e-05	2.87454380027804e-05	4.49979104949609e-05	4.2979385239144e-05	2.06810030319112e-05	3.32941126605045e-05	3.54457395347791e-05	4.6825463079974e-05	1.65368039209471e-05	2.99017847077107e-05	1.59780049146308e-05	5.35466538960498e-06	6.4791137394548e-06	8.92693817393822e-06	6.27003284473559e-06	1.8255660261695e-05	8.94039963761673e-06
P0A9J6	6.20437724131118e-07	3.68390692050363e-07	4.06691722049419e-07	3.92061704161308e-07	7.36272893713424e-07	NaN	NaN	3.14621236950813e-07	2.68420975258813e-07	4.70638380515414e-07	6.90633233065661e-07	3.75592098880942e-07	2.25618467833602e-07	5.63123971674886e-07	3.51289524712422e-07	4.03093945574118e-07	3.1786383903557e-07	3.20678657970534e-07	NaN	2.90277414439978e-07	3.42362260096191e-07	3.16001776535729e-07	4.19512514686223e-07	3.67724164803997e-07	1.93631644205613e-07	7.59299321988218e-08	1.18439872862153e-07	1.16124328728606e-07	1.36909879806274e-07	2.13364291542537e-07	1.52477795982516e-07
P31475	NaN	1.15602111488126e-07	1.42176387513202e-07	3.26479901219805e-07	NaN	3.18402952940952e-07	3.63093234337119e-07	1.21950451954592e-07	1.95348511540137e-07	NaN	NaN	1.51083882133308e-07	3.27994423087783e-07	NaN	2.12186682491168e-07	3.39044283792225e-07	1.46718578491582e-07	1.2829486754228e-07	4.70448028918882e-07	2.01335062562809e-07	1.63175777123009e-07	1.63347320399976e-07	NaN	1.41866927758343e-07	6.5774854885193e-07	2.86531789273796e-07	1.76730975205761e-07	2.80052050638442e-07	1.99594408317676e-07	1.77902741693303e-07	1.83108440712559e-07
P0ADN2	1.40823261182166e-05	6.370086843048e-06	6.99545566085886e-06	2.50100908784169e-05	1.41665104095768e-05	2.55121760786952e-05	2.74800082943793e-05	9.75020730728217e-06	7.15574133855868e-06	2.55254214032212e-05	1.61557353982509e-05	7.09039636080486e-06	2.63087931327194e-05	1.68157241403193e-05	1.1839582123726e-05	2.59382629620823e-05	1.14211280589739e-05	1.02760522219229e-05	2.44880218035893e-05	9.09839351215104e-06	1.22301398105724e-05	8.97198023042638e-06	1.81256377522075e-05	9.8222083721359e-06	2.42818043103664e-05	1.47059144836436e-05	1.2274948267187e-05	1.0048422078608e-05	1.23172007233089e-05	1.12047447663846e-05	1.42128555544235e-05
P0ADG1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0AB80	3.86804929878013e-06	2.10454107431935e-06	2.22418834296006e-06	5.66746188163076e-06	6.58227564424911e-06	6.22642444406006e-06	5.89752238539623e-06	2.63650683973675e-06	2.74487739986115e-06	7.10873121510471e-06	7.8928937271947e-06	3.00848977674028e-06	7.9834281039513e-06	1.09444610704394e-05	3.96456183364497e-06	8.0898146467011e-06	3.42419291106906e-06	3.83646122224145e-06	8.93659798692332e-06	3.52229766944877e-06	3.61950596289313e-06	3.12189703714259e-06	9.88996853622275e-06	4.42649506634596e-06	1.11471414209189e-05	9.32307746598768e-06	7.2516872728678e-06	4.6227192344535e-06	6.02983947055464e-06	5.00288349313559e-06	4.4467455930476e-06
P05791	1.28264051809426e-07	7.34503770907604e-07	9.27037462907248e-07	1.1195880000482e-06	1.71639341201236e-07	1.12633717193418e-06	1.25174548693248e-06	1.01196561559407e-06	1.10295664248902e-06	1.24170336721532e-06	3.12432913960269e-07	1.06834293839893e-06	1.36372529823544e-06	2.31469061719639e-07	2.00101984694953e-06	1.4467047920903e-06	1.34449767303378e-06	1.40194031222357e-06	1.54898519619221e-06	1.72564679683949e-06	1.35357175708334e-06	1.53331099061564e-06	3.95711456818095e-07	1.57374269940789e-06	1.73662804786169e-06	3.75602469358618e-06	2.66294027535008e-06	2.12420348595421e-06	1.96424116820908e-06	2.06559277925735e-06	1.95850383663656e-06
P04968	NaN	1.56599148964328e-07	1.91261956726114e-07	4.44506097508655e-07	NaN	3.77507333624847e-07	3.81365100580815e-07	1.80762628466674e-07	1.36606126784256e-07	4.9841550406652e-07	NaN	2.06015851490686e-07	4.61835703051468e-07	NaN	3.02781660473785e-07	5.50247065490876e-07	1.83586425449837e-07	2.09293436241443e-07	6.01897497750591e-07	2.83939479626878e-07	1.90851425806879e-07	1.98570873270355e-07	NaN	2.67197678810677e-07	6.88589832626853e-07	4.39834502739351e-07	4.14296074237324e-07	2.47698827529129e-07	3.22404562669741e-07	2.86140367719224e-07	3.61353802217702e-07
P05827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P05793	4.337000585888e-05	1.80033405172866e-05	2.80206024203937e-05	0.000117618456526973	5.25251607628654e-05	0.000116765161341133	0.000120029399227007	3.09121171384317e-05	3.41384049061743e-05	0.000122704579105204	5.96899333328681e-05	3.74030102042345e-05	0.000121234136884178	6.22103294988275e-05	2.83380930107669e-05	0.000121493188486326	3.95307317066377e-05	4.83182694670687e-05	0.000122938963148167	4.03084203533407e-05	5.53984527085412e-05	4.54651630143607e-05	7.33356886729369e-05	5.02391869748907e-05	0.000122778735388541	7.51449862346514e-05	5.29255975503809e-05	5.90683035359819e-05	3.39589225618882e-05	6.08417686714101e-05	5.7449530303131e-05
P0A9L5	7.54548885717027e-06	1.7597475143047e-06	2.19552082225168e-06	4.99697679506056e-06	7.53718616256511e-06	4.83728106257277e-06	6.44592871041118e-06	2.79144948827129e-06	1.99560023296378e-06	4.78654316120464e-06	7.8559089966808e-06	1.99048716598526e-06	5.47444579351759e-06	8.02352278898257e-06	2.05246636188478e-06	4.53342738288491e-06	2.40926724340741e-06	2.36060215842389e-06	4.23251320661916e-06	1.67544267077451e-06	2.48756811965003e-06	1.78839584346428e-06	8.32347650135447e-06	2.16352676656147e-06	4.73248934971535e-06	2.17686245998418e-06	2.47628971280243e-06	1.92708979094265e-06	1.68068383937298e-06	2.57104736299046e-06	1.28658839281194e-06
P09980	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25552	NaN	5.39741359021308e-08	7.44145938387968e-08	NaN	NaN	NaN	NaN	7.04243367990205e-08	NaN	NaN	NaN	6.6274792037661e-08	NaN	NaN	7.85585867731956e-08	NaN	6.18492306306669e-08	7.0583631139482e-08	NaN	8.52740320307995e-08	5.750511851187e-08	5.2358820202886e-08	NaN	5.98220510246811e-08	NaN	NaN	NaN	1.06910924557279e-07	NaN	6.63331579634276e-08	5.6786581161595e-08
P0A8J8	2.59949820183403e-06	9.78420253566399e-07	9.65381783854743e-07	1.66177801306467e-06	2.46071740352473e-06	1.69784949517516e-06	1.71255364995234e-06	8.00396608954402e-07	7.63191564180328e-07	1.78444550154956e-06	2.66591975867532e-06	9.36401379938632e-07	1.70201475729222e-06	2.53745442942092e-06	8.35764334763874e-07	1.83608395507852e-06	7.59366707016045e-07	8.04212612988505e-07	1.88018118722463e-06	8.39545892378905e-07	7.85267940858645e-07	7.12038021958213e-07	2.76555209393725e-06	1.00113081575669e-06	1.96863825587909e-06	7.36971232662293e-07	1.03430635433207e-06	8.80340768570267e-07	8.67605396128092e-07	9.68885700914298e-07	8.50211462404838e-07
P0AA25	4.69538514053574e-05	2.72221917874438e-05	2.77403622854689e-05	6.38507776116061e-05	4.63193242600781e-05	6.34880412955738e-05	6.14977265003319e-05	4.68830725561355e-05	2.43687915308525e-05	5.74489428138427e-05	4.53039298695476e-05	2.67485354193607e-05	5.84229747692865e-05	4.09345990940607e-05	3.50224968305957e-05	5.10754285216737e-05	2.88439097279188e-05	3.47618044682722e-05	4.55555405909408e-05	3.84772565447946e-05	3.47699733857172e-05	3.78851230539658e-05	4.14343206705689e-05	2.79445112040005e-05	4.28051863200523e-05	4.42014647680964e-05	3.86839197543376e-05	3.71217267466924e-05	4.79110216579916e-05	4.28861716006973e-05	4.1366280451322e-05
P0AG30	1.25746574166418e-05	4.86622652260315e-06	4.47237515051313e-06	1.51998947111249e-05	1.41554401501033e-05	1.55729913573135e-05	1.63809218223138e-05	3.8625460455618e-06	4.51108697950448e-06	1.65844675050972e-05	1.44702883934032e-05	4.63946607304197e-06	1.6999007530487e-05	1.40381457190449e-05	4.71659475129983e-06	1.76841349322257e-05	4.74016307221682e-06	5.20629856213687e-06	1.79615437793053e-05	4.391017267831e-06	4.92294896237415e-06	4.84722213577565e-06	1.36909421264654e-05	5.21779975754236e-06	1.8528517597949e-05	4.26533237894545e-06	4.91915943406937e-06	5.74579776676834e-06	5.15740822442334e-06	5.31862048515372e-06	5.37334792466893e-06
P0AC78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
